Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators
ref4019,cid4638046,Photographic images,Photographs,"Pesorowsky, Jacob. Boston, MA, Police mug shot of Jacob Pesorowsky, arrested for breaking and entering a store, described with a hooked nose","Police mug shot of Jacob Pesorowsky, arrested for breaking and entering a store, described with a hooked nose","Pesorowsky, Jacob",,,"Boston, MA",1920 January 6,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2019,doc_ja_nycp_2019_1r.tif; doc_ja_nycp_2019_1v.tif
ref4020,cid4638045,Photographic images,Photographs,"Resnick, Judith. Pittsburgh, PA, Autographed NASA publicity photo of deceased Challenger atronaut Judy Resnick, the first American Jewish astronaut","Autographed NASA publicity photo of deceased Challenger atronaut Judy Resnick, the first American Jewish astronaut","Resnick, Judith",,,"Pittsburgh, PA",1978,Drawer,Mixed materials,Judaica Americana,Folder,PA 512,doc_ja_pa_512_1r.tif; doc_ja_pa_512_1v.tif
ref4021,cid4638044,Photographic images,Photographs,"Rosebaum, Shelly. Bonham, TX, Carte-de-visite of Shelly Rosebaum",Carte-de-visite of Shelly Rosebaum,"Rosebaum, Shelly",,,"Bonham, TX",1889,Drawer,Mixed materials,Judaica Americana,Folder,TX 623,doc_ja_tx_623_1r.tif; doc_ja_tx_623_1v.tif
ref4022,cid4638043,Photographic images,Photographs,"Roth, Abraham. New York, NY, Police mug shot of Abraham Roth, born in Romania, arrested on homicide","Police mug shot of Abraham Roth, born in Romania, arrested on homicide","Roth, Abraham",,,"New York, NY",1910 July 28,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2024,doc_ja_nycp_2024_1r.tif; doc_ja_nycp_2024_1v.tif
ref4023,cid4638042,Photographic images,Photographs,"Sanders, Jacob & Son. Trinidad, CO, Photograph of Jacob Sanders, founder and secretary of Congregation Aron, and his two sons in the entrance of their store. Companion piece to brass seal","Photograph of Jacob Sanders, founder and secretary of Congregation Aron, and his two sons in the entrance of their store. Companion piece to brass seal",,,"Sanders, Jacob & Son","Trinidad, CO",1885,Drawer,Mixed materials,Judaica Americana,Folder,CO 23,doc_ja_co_23_1r.tif; doc_ja_co_23_1v.tif
ref4024,cid4638041,Photographic images,Photographs,"Simon, Morris. New York, NY, Police mug shot of Morris Simon, arrested for assault","Police mug shot of Morris Simon, arrested for assault","Simon, Morris",,,"New York, NY",1907 October 8,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2021,doc_ja_nycp_2021_1r.tif; doc_ja_nycp_2021_1v.tif
ref4025,cid4638040,Photographic images,Photographs,"Stein, Solomon. New York, NY, Police mug shot of Solomon Stein, alias ""Nigger"", arrested for burglary","Police mug shot of Solomon Stein, alias ""Nigger"", arrested for burglary","Stein, Solomon",,,"New York, NY",1907 October 3,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2018,doc_ja_nycp_2018_1r.tif; doc_ja_nycp_2018_1v.tif
ref4026,cid4638039,Photographic images,Photographs,"Sulzberger, Abraham and Sulzberger, Sophia. Philadelphia, PA, Photograph of Abraham Sulzberger",Photograph of Abraham Sulzberger,"Sulzberger, Abraham","Sulzberger, Sophia",,"Philadelphia, PA",1875,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 289,doc_ja_phil_289_1r.tif; doc_ja_phil_289_1v.tif; doc_ja_phil_289_2r.tif; doc_ja_phil_289_2v.tif
ref4027,cid4638038,Photographic images,Photographs,"Sulzberger, David. Philadelphia, PA, Photograph of David Sulzberger",Photograph of David Sulzberger,"Sulzberger, David",,,"Philadelphia, PA",1890,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 283,doc_ja_phil_283_1r.tif; doc_ja_phil_283_1v.tif
ref4028,cid4638037,Photographic images,Photographs,"Sulzberger, Leopold and Sulzberger, Leopold, Mrs. Philadelphia, PA",,"Sulzberger, Leopold","Sulzberger, Leopold, Mrs.",,"Philadelphia, PA",1865,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 266,doc_ja_phil_266_1r.tif; doc_ja_phil_266_1v.tif; doc_ja_phil_266_2r.tif; doc_ja_phil_266_2v.tif
ref4029,cid4638036,Photographic images,Photographs,"Sutro Baths. San Francisco, CA, Stereograph showing Sutro Baths",Stereograph showing Sutro Baths,,,Sutro Baths,"San Francisco, CA",1898,Drawer,Mixed materials,Judaica Americana,Folder,CA 357,doc_ja_ca_357_1r.tif; doc_ja_ca_357_1v.tif
ref4030,cid4638035,Photographic images,Photographs,"Synagogue Emanuel. San Francisco, CA, Stereograph of Synagogue Emanuel",Stereograph of Synagogue Emanuel,,,Synagogue Emanuel,"San Francisco, CA",undated,Drawer,Mixed materials,Judaica Americana,Folder,CA 367,doc_ja_ca_367_1r.tif; doc_ja_ca_367_1v.tif
ref4031,cid4638034,Photographic images,Photographs,"Synagogue. San Francisco, CA, Stereograph showing the ruins of the Jewish Synagogue",Stereograph showing the ruins of the Jewish Synagogue,,,Synagogue,"San Francisco, CA",1906,Drawer,Mixed materials,Judaica Americana,Folder,CA 366,doc_ja_ca_366_1r.tif; doc_ja_ca_366_1v.tif
ref4032,cid4638033,Photographic images,Photographs,"The Pittsburg Times. Jerusalem, Stereograph of Western Wall in Jerusalem",Stereograph of Western Wall in Jerusalem,,,The Pittsburg Times,Jerusalem,undated,Drawer,Mixed materials,International,Folder,20,doc_in_20_1r.tif; doc_in_20_1v.tif
ref4033,cid4638032,Photographic images,Photographs,"Truly, Jarvis. New Orleans, LA, Photograph by Turner and Cohen",Photograph by Turner and Cohen,"Truly, Jarvis",,,"New Orleans, LA",undated,Drawer,Mixed materials,Judaica Americana,Folder,LA 128,doc_ja_la_128_1r.tif; doc_ja_la_128_1v.tif
ref4034,cid4638031,Photographic images,Photographs,"Unknown. Philadelphia, PA",,Unknown,,,"Philadelphia, PA",undated,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 284,doc_ja_phil_284_1r.tif
ref4035,cid4638030,Photographic images,Photographs,"W. and I. Steinhart and Company. San Francisco, CA, W. and I. Steinhart and Company photograph of five men in suits and hats in San Francisco, California standing in front of one of the Steinhart clothing stores that sold jeans","W. and I. Steinhart and Company photograph of five men in suits and hats in San Francisco, California standing in front of one of the Steinhart clothing stores that sold jeans",,,W. and I. Steinhart and Company,"San Francisco, CA",1885,Drawer,Mixed materials,Judaica Americana,Folder,CA 351,doc_ja_ca_351_1r.tif; doc_ja_ca_351_1v.tif
ref4036,cid4638029,Photographic images,Photographs,"Walenski and Lazerus. St. Paul, MN",,Walenski,Lazerus,,"St. Paul, MN",1890,Drawer,Mixed materials,Judaica Americana,Folder,MN 1,doc_ja_mn_1r.tif; doc_ja_mn_1v.tif
ref4037,cid4638028,Photographic images,Photographs,"Weiner. South Whitley, IN",,Weiner,,,"South Whitley, IN",1890,Drawer,Mixed materials,Judaica Americana,Folder,IN 82,doc_ja_in_82_1r.tif; doc_ja_in_82_1v.tif
ref4038,cid4638027,Photographic images,Photographs,"Weiner. South Whitley, IN",,Weiner,,,"South Whitley, IN",1890,Drawer,Mixed materials,Judaica Americana,Folder,IN 83,doc_ja_in_83_1r.tif; doc_ja_in_83_1v.tif
ref4039,cid4638026,Photographic images,Photographs,"Weiner. South Whitley, IN",,Weiner,,,"South Whitley, IN",1890,Drawer,Mixed materials,Judaica Americana,Folder,IN 84,doc_ja_in_84_1r.tif; doc_ja_in_84_1v.tif
ref4040,cid4638025,Photographic images,Photographs,"Weiner. South Whitley, IN",,Weiner,,,"South Whitley, IN",1885,Drawer,Mixed materials,Judaica Americana,Folder,IN 86,doc_ja_in_86_1r.tif; doc_ja_in_86_1v.tif
ref4041,cid4638024,Photographic images,Photographs,"Werner, Nathan. Berlin, Germany, First New Year's service held in the reconstructed synagogue",First New Year's service held in the reconstructed synagogue,"Werner, Nathan",,,"Berlin, Germany",1945 September 18,Drawer,Mixed materials,Montefiore,Folder,46-47,doc_mnt_46_1r.tif; doc_mnt_46_1v.tif; doc_mnt_47_1r.tif; doc_mnt_47_1v.tif
ref4042,cid4638023,Photographic images,Photographs,"Yulee, David.",,"Yulee, David",,,,undated,Drawer,Mixed materials,David Yulee,Folder,3,doc_dy_3_1r.tif; doc_dy_3_1v.tif
ref4044,cid4638022,Photographic images,Stereo Cards,"A Street in the Tenement District. New York, NY, Stereo view card in color of a street in the tenement district",Stereo view card in color of a street in the tenement district,,,A Street in the Tenement District,"New York, NY",1910,Drawer,Mixed materials,Judaica Americana,Folder,NYC 890,doc_ja_nyc_890_1r.tif; doc_ja_nyc_890_1v.tif
ref4045,cid4638021,Photographic images,Stereo Cards,"Bowery. New York, NY, Stereo view card in color of the famous bowery as it is today",Stereo view card in color of the famous bowery as it is today,Bowery,,,"New York, NY",1910,Drawer,Mixed materials,Judaica Americana,Folder,NYC 889,doc_ja_nyc_889_1r.tif; doc_ja_nyc_889_1v.tif
ref4046,cid4638020,Photographic images,Stereo Cards,"Chase, W. M. Baltimore, MD, Stereoview card in a series called United States Views by W. M. Chase, Baltimore Maryland. This card is a view of the Jewish Hospital in Baltimore, Maryland","Stereoview card in a series called United States Views by W. M. Chase, Baltimore Maryland. This card is a view of the Jewish Hospital in Baltimore, Maryland","Chase, W. M.",,,"Baltimore, MD",1870,Drawer,Mixed materials,Judaica Americana,Folder,MD 224,doc_ja_md_224_1r.tif; doc_ja_md_224_1v.tif
ref4047,cid4638019,Photographic images,Stereo Cards,"Chatham. New York, NY, Stereo view card of an early New York City street scene in the immigrant quarters in ""Five Points.""","Stereo view card of an early New York City street scene in the immigrant quarters in ""Five Points.""",,,Chatham,"New York, NY",1875,Drawer,Mixed materials,Judaica Americana,Folder,NYC 888,doc_ja_nyc_888_1r.tif; doc_ja_nyc_888_1v.tif
ref4048,cid4638018,Photographic images,Stereo Cards,"Cohen and Marx. Johnstown, PA, Stereo view card of Cohen and Marx store front",Stereo view card of Cohen and Marx store front,,,Cohen and Marx,"Johnstown, PA",1889,Drawer,Mixed materials,Judaica Americana,Folder,PA 458,doc_ja_pa_458_1r.tif; doc_ja_pa_458_1v.tif
ref4049,cid4638017,Photographic images,Stereo Cards,"Cohen, L. M. New York, NY, Early stereo view card of Park Ave. Back: advertisement for L.M. Cohen",Early stereo view card of Park Ave. Back: advertisement for L.M. Cohen,,,"Cohen, L. M.","New York, NY",1875,Drawer,Mixed materials,Billheads Pre-1880,Folder,NYC 1051,doc_bhe_nyc_1051_1r.tif; doc_bhe_nyc_1051_1v.tif
ref4050,cid4638016,Photographic images,Stereo Cards,"Goldsmith and Eisen. Milwaukee, WI, Stereo view card of the Goldsmith and Co./Eisen and Co. store front",Stereo view card of the Goldsmith and Co./Eisen and Co. store front,Goldsmith,Eisen,,"Milwaukee, WI",1880,Drawer,Mixed materials,Judaica Americana,Folder,WI 729,doc_ja_wi_729_1r.tif; doc_ja_wi_729_1v.tif
ref4051,cid4638015,Photographic images,Stereo Cards,"Hochstein, Moses. St. Paul, MN, Stereo view card of Moses Hochstein's Second Hand Store sold by canvassers",Stereo view card of Moses Hochstein's Second Hand Store sold by canvassers,"Hochstein, Moses",,,"St. Paul, MN",1890,Box,Mixed materials,3,Object,1d,bx3_1d_1r.tif; bx3_1d_1v.tif
ref4052,cid4638014,Photographic images,Stereo Cards,"Isaacs, Myer S. New York, NY, Stereo view card looking up Broadway with a view of the Jewish Messenger building, founded in 1857 by Rabbi Samuel M.C. Isaacs","Stereo view card looking up Broadway with a view of the Jewish Messenger building, founded in 1857 by Rabbi Samuel M.C. Isaacs","Isaacs, Myer S.",,,"New York, NY",1880,Drawer,Mixed materials,Judaica Americana,Folder,NYC 835,doc_ja_nyc_835_1r.tif; doc_ja_nyc_835_1v.tif
ref4053,cid4638013,Photographic images,Stereo Cards,"Jewish Congregation. Cincinnati, OH, Stereo view card of the Jewish synagogue in Cincinnati, Ohio. Published by E. and H.T. Anthony and Co","Stereo view card of the Jewish synagogue in Cincinnati, Ohio. Published by E. and H.T. Anthony and Co",,,Jewish Congregation,"Cincinnati, OH",1875,Drawer,Mixed materials,Judaica Americana,Folder,IA 89,doc_ja_ia_89_1r.tif; doc_ja_ia_89_1v.tif
ref4054,cid4638012,Photographic images,Stereo Cards,"Jewish Synagogue. New York, NY, Stereo view card of the synagogue of Congregation Emanu-El, who occupied a Moorish-style building on 5th Avenue","Stereo view card of the synagogue of Congregation Emanu-El, who occupied a Moorish-style building on 5th Avenue",,,Jewish Synagogue,"New York, NY",1870 December 1,Drawer,Mixed materials,Judaica Americana,Folder,NYC 821,doc_ja_nyc_821_1r.tif; doc_ja_nyc_821_1v.tif
ref4055,cid4638011,Photographic images,Stereo Cards,"Jewish Synagogue. San Francisco, CA, Stereo view card in color of a ""Jewish synagogue in the foregrounf from Sutter and Powell St.""","Stereo view card in color of a ""Jewish synagogue in the foregrounf from Sutter and Powell St.""",,,Jewish Synagogue,"San Francisco, CA",1906 April 16,Drawer,Mixed materials,Judaica Americana,Folder,CA 364,doc_ja_ca_364_1r.tif; doc_ja_ca_364_1v.tif
ref4056,cid4638010,Photographic images,Stereo Cards,"Jewish Synagogue. San Francisco, CA, Stereo view card in color of a ""wrecked mason temple and Jewsih synagogue on Geary St.""","Stereo view card in color of a ""wrecked mason temple and Jewsih synagogue on Geary St.""",,,Jewish Synagogue,"San Francisco, CA",1906 April 16,Drawer,Mixed materials,Judaica Americana,Folder,CA 365,doc_ja_ca_365_1r.tif; doc_ja_ca_365_1v.tif
ref4057,cid4638009,Photographic images,Stereo Cards,"Jewish Synagogue. San Francisco, CA, Stereo view card looking west from the Jewish synagogue",Stereo view card looking west from the Jewish synagogue,,,Jewish Synagogue,"San Francisco, CA",1900,Drawer,Mixed materials,Judaica Americana,Folder,CA 369,doc_ja_ca_369_1r.tif; doc_ja_ca_369_1v.tif
ref4058,cid4638008,Photographic images,Stereo Cards,"Jewish Synagogue. San Francisco, CA, Stereo view card looking west from the Jewish synagogue in ruins",Stereo view card looking west from the Jewish synagogue in ruins,,,Jewish Synagogue,"San Francisco, CA",1900,Drawer,Mixed materials,Judaica Americana,Folder,CA 370,doc_ja_ca_370_1r.tif; doc_ja_ca_370_1v.tif
ref4059,cid4638007,Photographic images,Stereo Cards,"Jewish Synagogue. San Francisco, CA, Stereo view card of the ruins of the Jewish synagogue on Sutter St, destroyed by the earthquake of 1906","Stereo view card of the ruins of the Jewish synagogue on Sutter St, destroyed by the earthquake of 1906",,,Jewish Synagogue,"San Francisco, CA",1906,Drawer,Mixed materials,Judaica Americana,Folder,CA 359,doc_ja_ca_359_1r.tif; doc_ja_ca_359_1v.tif
ref4060,cid4638006,Photographic images,Stereo Cards,"Jewish Synagogue. San Francisco, CA, Stereo view card with a view of the Jewish synagogue on Sutter St., from the San Francisco series by Thomas Houseworth","Stereo view card with a view of the Jewish synagogue on Sutter St., from the San Francisco series by Thomas Houseworth",,,Jewish Synagogue,"San Francisco, CA",1870,Drawer,Mixed materials,Judaica Americana,Folder,CA 368,doc_ja_ca_368_1r.tif; doc_ja_ca_368_1v.tif
ref4061,cid4638005,Photographic images,Stereo Cards,"Keystone View Company. Jaffa, Palestine, Stereo view card of a busy street in Jaffa, by the Keystone View Company","Stereo view card of a busy street in Jaffa, by the Keystone View Company",,,Keystone View Company,"Jaffa, Palestine",1900,Drawer,Mixed materials,International,Folder,18,doc_in_18_1r.tif; doc_in_18_1v.tif
ref4062,cid4638004,Photographic images,Stereo Cards,"Keystone View Company. Jaffa, Palestine, Stereo view card of a money changer and his patrons inside the Jaffa gate, by Underwood and Underwood","Stereo view card of a money changer and his patrons inside the Jaffa gate, by Underwood and Underwood",,,Keystone View Company,"Jaffa, Palestine",1900,Drawer,Mixed materials,International,Folder,19,doc_in_19_1r.tif; doc_in_19_1v.tif
ref4063,cid4638003,Photographic images,Stereo Cards,"Keystone View Company. Jaffa, Palestine, Stereo view card, ""Inside a Jewsih synagogue showing the holy place and the reader's platform,"" by the Keystone View Company","Stereo view card, ""Inside a Jewsih synagogue showing the holy place and the reader's platform,"" by the Keystone View Company",,,Keystone View Company,"Jaffa, Palestine",1890,Drawer,Mixed materials,International,Folder,40,doc_in_40_2r.tif; doc_in_40_2v.tif
ref4064,cid4638002,Photographic images,Stereo Cards,"Keystone View Company. New York, NY, Stereo view card of the ""Gateway of America."" Shows immigrants landing from a barge at Ellis Island. By Keystone View Company","Stereo view card of the ""Gateway of America."" Shows immigrants landing from a barge at Ellis Island. By Keystone View Company",,,Keystone View Company,"New York, NY",1914,Drawer,Mixed materials,Judaica Americana,Folder,NYC 814,doc_ja_nyc_814_1v.tif; doc_ja_nyc_814_1v.tif
ref4065,cid4638001,Photographic images,Stereo Cards,"Keystone View Company. New York, NY, Stereo view card of the lower east side",Stereo view card of the lower east side,,,Keystone View Company,"New York, NY",1897,Drawer,Mixed materials,Judaica Americana,Folder,NYC 930,doc_ja_nyc_930_1r.tif; doc_ja_nyc_930_1v.tif
ref4066,cid4638000,Photographic images,Stereo Cards,"Keystone View Company. Warsaw, Poland, Stereo view card of market day in the Jewish quarter. Photograph by Keystone View Company",Stereo view card of market day in the Jewish quarter. Photograph by Keystone View Company,,,Keystone View Company,"Warsaw, Poland",1900,Box,Mixed materials,3,Object,1b,bx3_1b_1r.tif; bx3_1b_1v.tif
ref4067,cid4637999,Photographic images,Stereo Cards,"Keystone View Company. Warsaw, Poland, Stereo view card of the hat and clothes market in the Jewish quarter. Photograph by Keystone View Cpmpany",Stereo view card of the hat and clothes market in the Jewish quarter. Photograph by Keystone View Cpmpany,,,Keystone View Company,"Warsaw, Poland",1900,Box,Mixed materials,3,Object,1a,bx3_1a_1r.tif; bx3_1a_1v.tif
ref4068,cid4637998,Photographic images,Stereo Cards,"Levy and Coblentz. San Francisco, CA, A stereoview card of the Levy and Coblentz store front",A stereoview card of the Levy and Coblentz store front,,,Levy and Coblentz,"San Francisco, CA",1870,Drawer,Mixed materials,Judaica Americana,Folder,CA 310,doc_ja_ca_310_1r.tif; doc_ja_ca_310_1v.tif
ref4069,cid4637997,Photographic images,Stereo Cards,"Levy and Coblentz. San Francisco, CA, A steroview card of Levy and Coblentz in Downey's Block on Main Street in Los Angeles. They were the oldest distributer of wine and liquor in the city",A steroview card of Levy and Coblentz in Downey's Block on Main Street in Los Angeles. They were the oldest distributer of wine and liquor in the city,,,Levy and Coblentz,"San Francisco, CA",1875,Drawer,Mixed materials,Judaica Americana,Folder,CA 312,doc_ja_ca_312_1r.tif; doc_ja_ca_312_1v.tif
ref4070,cid4637996,Photographic images,Stereo Cards,"Levy and Coblentz. San Francisco, CA, A steroview card of Levy and Coblentz store front in Downey's Block on Main Street in Los Angeles. They were the oldest distributer of wine and liquor in the city",A steroview card of Levy and Coblentz store front in Downey's Block on Main Street in Los Angeles. They were the oldest distributer of wine and liquor in the city,,,Levy and Coblentz,"San Francisco, CA",1870,Drawer,Mixed materials,Judaica Americana,Folder,CA 311,doc_ja_ca_311_1r.tif; doc_ja_ca_311_1v.tif
ref4071,cid4637995,Photographic images,Stereo Cards,"Levy, Jefferson. Mt. Vernon, VA, A stereo card of the ""Home of Thomas Jefferson"", taken by D.H. Anderson in 1870, while the home was owned by the Levy family","A stereo card of the ""Home of Thomas Jefferson"", taken by D.H. Anderson in 1870, while the home was owned by the Levy family","Levy, Jefferson",,,"Mt. Vernon, VA",1870,Drawer,Mixed materials,Judaica Americana,Folder,NYC 920,doc_ja_nyc_920_1r.tif; doc_ja_nyc_920_1v.tif
ref4072,cid4637994,Photographic images,Stereo Cards,"Love, J. W. United States, Stereo view card of the actor J. W. Love, portraying a rabbi","Stereo view card of the actor J. W. Love, portraying a rabbi","Love, J. W.",,,United States,1860,Drawer,Mixed materials,Judaica Americana,Folder,NYC 732,doc_ja_nyc_732_1r.tif; doc_ja_nyc_732_1v.tif
ref4073,cid4637993,Photographic images,Stereo Cards,"Market Under East River. New York, NY, Stereo view card in color of a market under the east river bridge",Stereo view card in color of a market under the east river bridge,,,Market Under East River,"New York, NY",1910,Drawer,Mixed materials,Judaica Americana,Folder,NYC 891,doc_ja_nyc_891_1r.tif; doc_ja_nyc_891_1v.tif
ref4074,cid4637992,Photographic images,Stereo Cards,"Mickve Israel. Philadelphia, PA, Stereo view card of the Jewish synagogue in Philadelphia, Mikveh Israel, by B. Ropes","Stereo view card of the Jewish synagogue in Philadelphia, Mikveh Israel, by B. Ropes",,,Mickve Israel,"Philadelphia, PA",1875,Drawer,Mixed materials,Mickve Israel,Folder,12,doc_ja_phil_mi_12_1r.tif; doc_ja_phil_mi_12_1v.tif
ref4075,cid4637991,Photographic images,Stereo Cards,"Prager, S. Los Angeles, CA, Yellow stereo card showing a corner street with business sign of Prager Furniture and Goods",Yellow stereo card showing a corner street with business sign of Prager Furniture and Goods,"Prager, S.",,,"Los Angeles, CA",1870,Drawer,Mixed materials,Judaica Americana,Folder,CA 324,doc_ja_ca_324_1r.tif; doc_ja_ca_324_1v.tif
ref4076,cid4637990,Photographic images,Stereo Cards,"Rosman, Z. New York, NY, Stereo View card of store front of Z. Rosman, New York Clothing House","Stereo View card of store front of Z. Rosman, New York Clothing House","Rosman, Z.",,,"New York, NY",1890,Drawer,Mixed materials,Judaica Americana,Folder,NYC 996,doc_ja_nyc_996_1r.tif; doc_ja_nyc_996_1v.tif
ref4077,cid4637989,Photographic images,Stereo Cards,"Sinai Congregation. Chicago, IL, A stereo view card of the Sinai congregation, from the American scenery views of Chicago and the vicinity","A stereo view card of the Sinai congregation, from the American scenery views of Chicago and the vicinity",,,Sinai Congregation,"Chicago, IL",1880,Drawer,Mixed materials,Judaica Americana,Folder,IL 75,doc_ja_il_75_1r.tif; doc_ja_il_75_1v.tif
ref4078,cid4637988,Photographic images,Stereo Cards,"Synagogue Emanuel. San Francisco, CA, Stereo view card of Synagogue Emanuel before its destruction",Stereo view card of Synagogue Emanuel before its destruction,,,Synagogue Emanuel,"San Francisco, CA",1875,Drawer,Mixed materials,Judaica Americana,Folder,CA 360,doc_ja_ca_360_1r.tif; doc_ja_ca_360_1v.tif
ref4079,cid4637987,Photographic images,Stereo Cards,"Touro. Newport, RI",,Touro,,,"Newport, RI",1860,Drawer,Mixed materials,Judaica Americana,Folder,RI 527,doc_ja_ri_527_1r.tif; doc_ja_ri_527_1v
ref4080,cid4637986,Photographic images,Stereo Cards,"Underwood and Underwood. Jaffa, Palestine, Stereo view card of man with text regarding synagogue interiors on verso",Stereo view card of man with text regarding synagogue interiors on verso,,,Underwood and Underwood,"Jaffa, Palestine",1900,Drawer,Mixed materials,International,Folder,40,doc_in_40_1r.tif; doc_in_40_1v.tif
ref4081,cid4637985,Photographic images,Stereo Cards,"Underwood and Underwood. Jaffa, Palestine, Stereo view card of the bazaar of Jaffa on market day, by Underwood and Underwood","Stereo view card of the bazaar of Jaffa on market day, by Underwood and Underwood",,,Underwood and Underwood,"Jaffa, Palestine",1900,Drawer,Mixed materials,International,Folder,17,doc_in_17_1r.tif; doc_in_17_1v.tif
ref4082,cid4637984,Photographic images,Stereo Cards,"Unknown. Jerusalem, Palestine, Stereo view card of a Jerusalem Jew",Stereo view card of a Jerusalem Jew,Unknown,,,"Jerusalem, Palestine",1900,Drawer,Mixed materials,International,Folder,13,doc_in_13_1r.tif; doc_in_13_1v.tif
