Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators
ref3035,cid4639019,Documents,Letters,"Tobias, Charles. New Orleans, LA, Commercial letter",Commercial letter,"Tobias, Charles",,,"New Orleans, LA",1846 March 28,Drawer,Mixed materials,Judaica Americana,Folder,LA 153,doc_ja_la_153_1r.tif; doc_ja_la_153_1v.tif; doc_ja_la_153_2r.tif; doc_ja_la_153_2v.tif
ref3036,cid4639018,Documents,Letters,"Tobias, Charles. New Orleans, LA, Commercial letter",Commercial letter,"Tobias, Charles",,,"New Orleans, LA",1845 November 13,Drawer,Mixed materials,Judaica Americana,Folder,LA 154,doc_ja_la_154_1r.tif; doc_ja_la_154_1v.tif; doc_ja_la_154_2r.tif; doc_ja_la_154_2v.tif
ref3037,cid4639017,Documents,Letters,"Tobias, Charles. New Orleans, LA, Commercial letter",Commercial letter,"Tobias, Charles",,,"New Orleans, LA",1846,Drawer,Mixed materials,Judaica Americana,Folder,LA 152,doc_ja_la_152_1r.tif; doc_ja_la_152_1v.tif
ref3038,cid4639016,Documents,Letters,"Tobias, Chas. Columbus, OH, Letter discussing payment",Letter discussing payment,"Tobias, Chas",,,"Columbus, OH",1850 January 1,Drawer,Mixed materials,Judaica Americana,Folder,OH 442,doc_ja_oh_442_1r.tif; doc_ja_oh_442_1v.tif
ref3039,cid4639015,Documents,Letters,"Tobias, H. and Tobias, C. New York, NY, Commercial letter",Commercial letter,"Tobias, H.","Tobias, C",,"New York, NY",1842 July 18,Folder,Mixed materials,Binder A,Page,45,lbr_fa_s45_1r.tif; lbr_fa_s45_1v.tif
ref3040,cid4639014,Documents,Letters,"Tobias, Henry and M. L. Tobias & Co. Liverpool, England, Commercial letter",Commercial letter,"Tobias, Henry",,M. L. Tobias & Co.,"Liverpool, England",1843 April 15,Drawer,Mixed materials,Judaica Americana,Folder,NYC 1030,doc_ja_nyc_1030_1r.tif; doc_ja_nyc_1030_1v.tif
ref3041,cid4639013,Documents,Letters,"Tobias, Henry and M. L. Tobias & Co. Liverpool, England, Commercial letter",Commercial letter,"Tobias, Henry",,M. L. Tobias & Co.,"Liverpool, England",1843 December 4,Drawer,Mixed materials,Judaica Americana,Folder,NYC 1029,doc_ja_nyc_1029_1r.tif; doc_ja_nyc_1029_1v.tif; doc_ja_nyc_1029_2r.tif; doc_ja_nyc_1029_2v.tif
ref3042,cid4639012,Documents,Letters,"Tobias, Henry and Tobias, Charles. Liverpool, England, Commercial letter",Commercial letter,"Tobias, Henry","Tobias, Charles",,"Liverpool, England",1840 March 13,Drawer,Mixed materials,Judaica Americana,Folder,NYC 1032,doc_ja_nyc_1032_1r.tif; doc_ja_nyc_1032_1v.tif
ref3043,cid4639011,Documents,Letters,"Tobias, Henry. New York, NY, Business letter",Business letter,"Tobias, Henry",,,"New York, NY",1844 June 18,Drawer,Mixed materials,Judaica Americana,Folder,NYC 1028,doc_ja_nyc_1028_1r.tif; doc_ja_nyc_1028_1v.tif
ref3044,cid4639010,Documents,Letters,"Tobias, Henry. New York, NY, Commercial letter",Commercial letter,"Tobias, Henry",,,"New York, NY",1838 June 23,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 291,doc_ja_phil_291_1r.tif; doc_ja_phil_291_1v.tif; doc_ja_phil_291_2r.tif; doc_ja_phil_291_2v.tif
ref3045,cid4639009,Documents,Letters,"Tobias, Henry. New York, NY, Commercial letter",Commercial letter,"Tobias, Henry",,,"New York, NY",1838 January 11,Folder,Mixed materials,Binder A,Page,46,lbr_fa_s46_1r.tif; lbr_fa_s46_1v.tif
ref3046,cid4639008,Documents,Letters,"Tobias, Henry. Philadelphia, PA, Business letter",Business letter,"Tobias, Henry",,,"Philadelphia, PA",1846 June 6,Drawer,Mixed materials,Judaica Americana,Folder,NYC 1033,doc_ja_nyc_1033_1r.tif; doc_ja_nyc_1033_1v.tif
ref3047,cid4639007,Documents,Letters,"Tobias, T. I. Philadelphia, PA, Letter regarding sales",Letter regarding sales,"Tobias, T. I.",,,"Philadelphia, PA",1841 July 27,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 186,doc_ja_phil_186_1r.tif; doc_ja_phil_186_1v.tif
ref3048,cid4639006,Documents,Letters,"Tobias, T. J. and Judah, David. Richmond, VA, Commercial letter",Commercial letter,"Tobias, T. J.","Judah, David",,"Richmond, VA",1825 November 15,Drawer,Mixed materials,Judaica Americana,Folder,VA 664,doc_ja_va_664_1r.tif; doc_ja_va_664_1v.tif
ref3049,cid4639005,Documents,Letters,"Tobias, T. J. and Solomons, A. New York, NY, Letter from A. Solomons regarding his money being held idle by the Bank of Montreal",Letter from A. Solomons regarding his money being held idle by the Bank of Montreal,"Tobias, T. J.","Solomons, A.",,"New York, NY",1825 February 12,Drawer,Mixed materials,Judaica Americana,Folder,NY 404,doc_ja_ny_404_1r.tif; doc_ja_ny_404_1v.tif
ref3050,cid4639004,Documents,Letters,"Tobias, T.J. New York, NY, Business letter",Business letter,"Tobias, T.J.",,,"New York, NY",1837 November 24,Drawer,Mixed materials,Judaica Americana,Folder,NYC 1031,doc_ja_nyc_1031_1r.tif; doc_ja_nyc_1031_1v.tif; doc_ja_nyc_1031_2r.tif; doc_ja_nyc_1031_2r.tif_a; doc_ja_nyc_1031_2v.tif
ref3051,cid4639003,Documents,Letters,"Touro, Judah and Hart, David. New Orleans, LA, Letter from Judah Touro to David Hart regarding problems with a runaway slave",Letter from Judah Touro to David Hart regarding problems with a runaway slave,"Touro, Judah","Hart, David",,"New Orleans, LA",1835 September 1,Drawer,Mixed materials,Judaica Americana,Folder,LA 157,doc_ja_la_157_1r.tif; doc_ja_la_157_1v.tif
ref3052,cid4639002,Documents,Letters,Unknown.,,Unknown,,,,undated,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 222,doc_ja_phil_222_1r.tif; doc_ja_phil_222_1v.tif; doc_ja_phil_222_2r.tif; doc_ja_phil_222_2v.tif; doc_ja_phil_222_3r.tif; doc_ja_phil_222_3v.tif
ref3053,cid4639001,Documents,Letters,Unknown.,,Unknown,,,,1912 September 12,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 224,doc_ja_phil_224_1r.tif; doc_ja_phil_224_1v.tif; doc_ja_phil_224_2r.tif; doc_ja_phil_224_2v.tif
ref3054,cid4639000,Documents,Letters,Unknown.,,Unknown,,,,undated,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 234,doc_ja_phil_234_1r.tif; doc_ja_phil_234_1v.tif
ref3055,cid4638999,Documents,Letters,Unknown.,,Unknown,,,,undated,Drawer,Mixed materials,Judaica Americana Oversize,Folder,8,doc_jal_8_1r.tif; doc_jal_8_1v.tif; doc_jal_8_2r.tif; doc_jal_8_2v.tif
ref3056,cid4638998,Documents,Letters,"Unknown. White Beat Lake, MN, Letter discussing travel throughout the midwestern United States",Letter discussing travel throughout the midwestern United States,Unknown,,,"White Beat Lake, MN",1863 August 9,Drawer,Mixed materials,Judaica Americana,Folder,IN 81,doc_ja_in_81_1r.tif; doc_ja_in_81_1v.tif; doc_ja_in_81_2r.tif; doc_ja_in_81_2v.tif
ref3057,cid4638997,Documents,Letters,"Unkown. Germany, Poem in quatrains",Poem in quatrains,Unkown,,,Germany,undated,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 164,doc_ja_phil_164_1r.tif; doc_ja_phil_164_1v.tif; doc_ja_phil_164_2r.tif; doc_ja_phil_164_2v.tif
ref3058,cid4638996,Documents,Letters,"Unkown. Germany, Poem in quatrains",Poem in quatrains,Unkown,,,Germany,undated,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 165,doc_ja_phil_165_1r.tif; doc_ja_phil_165_1v.tif; doc_ja_phil_165_2r.tif; doc_ja_phil_165_2v.tif; doc_ja_phil_165_3r.tif; doc_ja_phil_165_3v.tif; doc_ja_phil_165_4r.tif; doc_ja_phil_165_4v.tif; doc_ja_phil_165_5r.tif; doc_ja_phil_165_5v.tif
ref3059,cid4638995,Documents,Letters,"Vernon, Sam. Newport, RI, Letter discussing business",Letter discussing business,"Vernon, Sam",,,"Newport, RI",1746 October 11,Folder,Mixed materials,Binder F,Page,77,lbr_ff_s77_1r.tif; lbr_ff_s77_1v.tif
ref3060,cid4638994,Documents,Letters,"Vernon, William. Newport, RI, Letter written by William Vernon trying to collect on his brother's note",Letter written by William Vernon trying to collect on his brother's note,"Vernon, William",,,"Newport, RI",1747 September 9,Drawer,Mixed materials,Binder F,Folder,78,lbr_ff_s78_1r.tif; lbr_ff_s78_1v.tif
ref3061,cid4638993,Documents,Letters,"Vogel, M. Kansas City, MO, Letter accepting Congregation B'Nai Israel's offer to purchase a plot of land",Letter accepting Congregation B'Nai Israel's offer to purchase a plot of land,"Vogel, M.",,,"Kansas City, MO",1901 January 8,Drawer,Mixed materials,Judaica Americana,Folder,IA 107,doc_ja_ia_107_1r.tif; doc_ja_ia_107_1v.tif
ref3062,cid4638992,Documents,Letters,"Vogelman, H. Grass Valley, CA",,"Vogelman, H.",,,"Grass Valley, CA",1895 February 10,Drawer,Mixed materials,Billheads Post-1880,Folder,CA 55,doc_bhl_ca_55_1r.tif; doc_bhl_ca_55_1v.tif
ref3063,cid4638991,Documents,Letters,"Wayne, Anthony and Cohen, Philip Jacob. Charleston, SC, Letter by Gen. Anthony Wayne to Wilhelm Willinkem requesting that he draw money from Philip Jacob Cohen",Letter by Gen. Anthony Wayne to Wilhelm Willinkem requesting that he draw money from Philip Jacob Cohen,"Wayne, Anthony","Cohen, Philip Jacob",,"Charleston, SC",1785 September 28,Drawer,Mixed materials,Judaica Americana,Folder,SC 563,doc_ja_sc_563_1r.tif; doc_ja_sc_563_1v.tif; doc_ja_sc_563_2r.tif; doc_ja_sc_563_2v.tif
ref3064,cid4638990,Documents,Letters,"Wayne, Anthony. Charleston, SC, Letter regarding a judgment in Chester",Letter regarding a judgment in Chester,"Wayne, Anthony",,,"Charleston, SC",1785 July 29,Drawer,Mixed materials,Judaica Americana,Folder,SC 564,doc_ja_sc_564_1r.tif; doc_ja_sc_564_1v.tif
ref3065,cid4638989,Documents,Letters,"Weil, Mayer S. . Balitmore, MD, Letter regarding the collection of a claim",Letter regarding the collection of a claim,"Weil, Mayer S.",,,"Baltimore, MD",1876 January 19,Drawer,Mixed materials,Judaica Americana,Folder,MD 249,doc_ja_md_249_1r.tif; doc_ja_md_249_1v.tif
ref3066,cid4638988,Documents,Letters,"Weil, Mayer S. Baltimore, MD",,"Weil, Mayer S.",,,"Baltimore, MD",1876 April 7,Drawer,Mixed materials,Judaica Americana,Folder,MD 250,doc_ja_md_250_1r.tif; doc_ja_md_250_1v.tif
ref3067,cid4638987,Documents,Letters,"Weinstein, William and Silverman, Sam. Philippsburg, MT, Letter regarding a payment to Auerbach",Letter regarding a payment to Auerbach,"Weinstein, William","Silverman, Sam",,"Philipsburg, MT",1881 February 4,Drawer,Mixed materials,Billheads Post-1880,Folder,MT 340,doc_bhl_mt_340_1r.tif; doc_bhl_mt_340_1v.tif
ref3068,cid4638986,Documents,Letters,"Weinstein, William. Philippsburg, MT",,"Weinstein, William",,,"Philipsburg, MT",1891 April 2,Drawer,Mixed materials,Billheads Post-1880,Folder,MT 341,doc_bhl_mt_341_1r.tif; doc_bhl_mt_341_1v.tif
ref3069,cid4638985,Documents,Letters,"Weisl, Bernard and Lesinsky. Silver City, NM, Letter regarding banking",Letter regarding banking,"Weisl, Bernard",Lesinsky,,"Silver City, NM",1879 April 28,Drawer,Mixed materials,Billheads Pre-1880,Folder,NM 893,doc_bhe_nm_983_1r.tif; doc_bhe_nm_983_1v.tif
ref3070,cid4638984,Documents,Letters,"Westheimer, Samuel. St. Joseph, MO, Letter regarding Sabbath observance",Letter regarding Sabbath observance,"Westheimer, Samuel",,,"St. Joseph, MO",1885 November 23,Drawer,Mixed materials,Billheads Pre-1880,Folder,MO 945,doc_bhe_mo_945_1r.tif; doc_bhe_mo_945_1v.tif
ref3071,cid4638983,Documents,Letters,"Whitlock, Phillip. Richmond, VA",,"Whitlock, Phillip",,,"Richmond, VA",1878 August 30,Drawer,Mixed materials,Billheads Pre-1880,Folder,VA 3038,doc_bhe_va_3038_1r.tif; doc_bhe_va_3038_1v.tif
ref3072,cid4638982,Documents,Letters,"Wilson, Thomas. Philadelphia, PA, Signed letter from Nicholas Biddle to Thomas Wilson, a bank cashier recently transferred from Philadelphia to New Orleans, concerning Simon Gratz and his brothers and Samuel Hays","Signed letter from Nicholas Biddle to Thomas Wilson, a bank cashier recently transferred from Philadelphia to New Orleans, concerning Simon Gratz and his brothers and Samuel Hays","Wilson, Thomas",,,"Philadelphia, PA",1826 July 29,Drawer,Mixed materials,Gratz Family,Folder,73,doc_gf_73_1r.tif; doc_gf_73_1v.tif; doc_gf_73_2r.tif; doc_gf_73_2v.tif
ref3073,cid4638981,Documents,Letters,"Wineman, Meyer and Cohen, Asher. Jacksonville, FL",,"Wineman, Meyer","Cohen, Asher",,"Jacksonville, FL",1889 May 2,Drawer,Mixed materials,Judaica Americana,Folder,FL 44,doc_ja_fl_44_1r.tif; doc_ja_fl_44_1v.tif
ref3074,cid4638980,Documents,Letters,"Winner Bros. Milkwaukee, WI, Letter to the Urbana Wine Co",Letter to the Urbana Wine Co,,,Winner Bros.,"Milwaukee, WI",1883 November 27,Drawer,Mixed materials,Billhead Post-1880,Folder,WI 902,doc_bhl_wi_902_1r.tif; doc_bhl_wi_902_1v.tif
ref3075,cid4638979,Documents,Letters,"Wise, I. M.""Philadelphia, PA, Broadside for a meeting of the Hebrew Benevolent Society",Broadside for a meeting of the Hebrew Benevolent Society,"Wise, I. M.",,,,1854 December 1,Drawer,Mixed materials,Judaica Americana,Folder,OH 428,doc_ja_oh_428_1r.tif; doc_ja_oh_428_1v.tif
ref3076,cid4638978,Documents,Letters,"Wise, Isaac Mayer. Cincinnati, OH, Prospectus of The Israelite",Prospectus of The Israelite,"Wise, Isaac Mayer",,,"Cincinnati, OH",1854,Drawer,Mixed materials,Judaica Americana,Folder,OH 443,doc_ja_oh_443_1r.tif; doc_ja_oh_443_1v.tif; doc_ja_oh_443_2r.tif; doc_ja_oh_443_2v.tif
ref3077,cid4638977,Documents,Letters,"Wolf, Simon. Washington, DC, Letter regarding the sufferings of Jews in Romania",Letter regarding the sufferings of Jews in Romania,"Wolf, Simon",,,"Washington, DC",1870 January 4,Drawer,Mixed materials,International,Folder,53,doc_in_53_1r.tif; doc_in_53_1v.tif; doc_in_53_2r.tif; doc_in_53_2v.tif
ref3078,cid4638976,Documents,Letters,"Wolff, Abraham. New York, NY",,"Wolff, Abraham",,,"New York, NY",1874 October 3,Folder,Mixed materials,Binder J,Page,17a-17b,lbr_fj_s17a_1r.tif; lbr_fj_s17a_1v.tif; lbr_fj_s17b_1r.tif; lbr_fj_s17b_1v.tif
ref3079,cid4638975,Documents,Letters,"Wolfson, M. Hamilton, GA, Letter regarding funds",Letter regarding funds,"Wolfson, M.",,,"Hamilton, GA",1883 May 4,Drawer,Mixed materials,Billheads Post-1880,Folder,GA 168,doc_bhl_ga_168_1r.tif; doc_bhl_ga_168_1v.tif
ref3080,cid4638974,Documents,Letters,"Yerned, C. C. La Porte, IN, A gentile's letter to a friend describing attendance of the a Jewish ceremony",A gentile's letter to a friend describing attendance of the a Jewish ceremony,"Yerned, C. C.",,,"La Porte, IN",1867,Drawer,Mixed materials,Judaica Americana,Folder,IN 76,doc_ja_in_76_1r.tif; doc_ja_in_76_1v.tif; doc_ja_in_76_2r .tif; doc_ja_in_76_2r.tif; doc_ja_in_76_2v.tif
ref3081,cid4638973,Documents,Letters,"Yulee, David L. Jacksonville, FL, Letter discussing an act that passed in Florida's General Assembly",Letter discussing an act that passed in Florida's General Assembly,"Yulee, David L.",,,"Jacksonville, FL",1855 March 6,Drawer,Mixed materials,Judaica Americana,Folder,FL 36,doc_ja_fl_36_1r.tif; doc_ja_fl_36_1v.tif
ref3082,cid4638972,Documents,Letters,"Yulee, David Levy and Westcott, James. Tallahasse, FL, Florida political history",Florida political history,"Yulee, David Levy","Westcott, James",,"Tallahassee, FL",1853 February 14,Drawer,Mixed materials,Judaica Americana,Folder,FL 40,doc_ja_fl_40_1r.tif; doc_ja_fl_40_1r.tif; doc_ja_fl_40_1v.tif; doc_ja_fl_40_2r.tif; doc_ja_fl_40_2v.tif; doc_ja_fl_40_3r .tif; doc_ja_fl_40_3r.tif; doc_ja_fl_40_3v.tif
ref3083,cid4638971,Documents,Letters,"Yulee, David Levy. Fernandina, FL",,"Yulee, David Levy",,,"Fernandina, FL",1861 March 26,Drawer,Mixed materials,Judaica Americana,Folder,FL 39,doc_ja_fl_39_1r.tif; doc_ja_fl_39_1v.tif
ref3084,cid4638970,Documents,Letters,"Yulee, David Levy. Washington, DC, Introduction of J.C. Heywood",Introduction of J.C. Heywood,"Yulee, David Levy",,,"Washington, DC",1861 January 24,Drawer,Mixed materials,David Yulee,Folder,42006,doc_dy_1_1r.tif; doc_dy_1_1v.tif; doc_dy_1_2r.tif; doc_dy_1_2v.tif; doc_dy_2_1r.tif; doc_dy_2_1v.tif
ref3085,cid4638969,Documents,Letters,"Yulee, David Levy. Washington, DC, Letter by Yulee regarding payments",Letter by Yulee regarding payments,"Yulee, David Levy",,,"Washington, DC",1846 March 24,Drawer,Mixed materials,David Yulee,Folder,16,doc_dy_16_1r.tif; doc_dy_16_1v.tif
ref3086,cid4638968,Documents,Letters,"Zadig, Wollberg & Co. San Francisco, CA",,,,"Zadig, Wollberg & Co.","San Francisco, CA",1888 July 20,Drawer,Mixed materials,Judaica Americana,Folder,CA 371,doc_ja_ca_371_1r.tif; doc_ja_ca_371_1v.tif
ref3087,cid4638967,Documents,Letters,"Zeckendorf, Louis and Steinfeld, Albert. New York, NY, Sales plan for Mexico",Sales plan for Mexico,"Zeckendorf, Louis","Steinfeld, Albert",,"New York, NY",1879 January 31,Drawer,Mixed materials,Judaica Americana,Folder,AZ 12,doc_ja_az_12_1r.tif; doc_ja_az_12_1v.tif
ref3089,cid4638966,Documents,Maps,"Society for Promoting Christian Knowledge. London, England, Map of the world as known to the ancients showing the dispersion of the descendents of Noah",Map of the world as known to the ancients showing the dispersion of the descendents of Noah,,,Society for Promoting Christian Knowledge,"London, England",1821 March 1,Folder,Mixed materials,Binder B,Page,27,lbr_fb_s27_1r.tif; lbr_fb_s27_1v.tif
ref3091,cid4638965,Documents,Marriage records,"Adams, J. P. Talbot County, AL, Marriage License allowing two ex-slaves to marry in Talbot County, Georgia ""for any minister of the gospel, Jewish minister, judge of the inferior court or justice of the peace to marry Alexander Barksdale (colored) and Hester Stephenson (colored)""","Marriage License allowing two ex-slaves to marry in Talbot County, Georgia ""for any minister of the gospel, Jewish minister, judge of the inferior court or justice of the peace to marry Alexander Barksdale (colored) and Hester Stephenson (colored)""","Adams, J. P.",,,"Talbot County, AL",1868 April 11,Folder,Mixed materials,Binder I,Page,28,lbr_fi_s28_1r.tif; lbr_fi_s28_1v.tif
ref3092,cid4638964,Documents,Marriage records,"Bartoltah, Hannah and Bartoltah, Abraham. New York, NY, This ketubbah, printed in Hebrew, is signed by the daughter and father (Hannah Bartoltah and Abraham Bartoltah)","This ketubbah, printed in Hebrew, is signed by the daughter and father (Hannah Bartoltah and Abraham Bartoltah)","Bartoltah, Hannah","Bartoltah, Abraham",,"New York, NY",1853 July 12,Drawer,Mixed materials,Judaica Americana Oversize,Folder,27,doc_jal_27_1r.tif; doc_jal_27_1v.tif
ref3093,cid4638963,Documents,Marriage records,"Levy, Leon and Kline, Eugenie. San Francisco, CA, The wedding certificate of Leon Levy and Miss Eugenie Kline, who were married at Congregation Sherith Israel in San Francisco on June 7th, 1898. It is signed by Minister Jacob Nieto, the bridegroom Leon Levy, and the witnesses Maurice Kahn and Julius L. Wolf. Much of the document is printed and written in Hebrew","The wedding certificate of Leon Levy and Miss Eugenie Kline, who were married at Congregation Sherith Israel in San Francisco on June 7th, 1898. It is signed by Minister Jacob Nieto, the bridegroom Leon Levy, and the witnesses Maurice Kahn and Julius L. Wolf. Much of the document is printed and written in Hebrew","Levy, Leon","Kline, Eugenie",,"San Francisco, CA",1898 June 7,Drawer,Mixed materials,Judaica Americana,Folder,CA 313,doc_ja_ca_313_1r.tif; doc_ja_ca_313_1v.tif
ref3094,cid4638962,Documents,Marriage records,"Levy, S. E. and Picard, Blanch. Harrison County, MS, Printed marriage certificate of S. E. Levy and Blanch Picard, signed by Rabbi Moise Bergman","Printed marriage certificate of S. E. Levy and Blanch Picard, signed by Rabbi Moise Bergman","Levy, S. E.","Picard, Blanch",,"Harrison County, MS",1908 August 27,Folder,Mixed materials,Binder P,Page,24,lbr_fp_s24_1r.tif; lbr_fp_s24_1v.tif
ref3095,cid4638961,Documents,Marriage records,"Solomons, J. R. and Solomons, Rebecca. Charleston, SC, 5 page legal document of J.R. Solomons, a well known dentist of Charleston, South Carolina, giving property to his wife, Rebecca Solomons, drafted and signed by T. Moultrie Mordecai","5 page legal document of J.R. Solomons, a well known dentist of Charleston, South Carolina, giving property to his wife, Rebecca Solomons, drafted and signed by T. Moultrie Mordecai","Solomons, J. R.","Solomons, Rebecca",,"Charleston, SC",1875 August 24,Drawer,Mixed materials,Judaica Americana,Folder,SC 602,doc_ja_sc_602_1r.tif; doc_ja_sc_602_1v.tif; doc_ja_sc_602_2r.tif; doc_ja_sc_602_2v.tif; doc_ja_sc_602_3r.tif; doc_ja_sc_602_3v.tif; doc_ja_sc_602_4r.tif; doc_ja_sc_602_4v.tif; doc_ja_sc_602_5r.tif; doc_ja_sc_602_5r_a.tif; doc_ja_sc_602_5v.tif; doc_ja_sc_602_6r.tif; doc_ja_sc_602_6v.tif
ref3097,cid4638960,Documents,Miscellaneous,"Aaron, David. Philadelphia, PA, Dance card for the Hebrew charity Ball at the American Academy of Music. Lists committee members",Dance card for the Hebrew charity Ball at the American Academy of Music. Lists committee members,"Aaron, David",,,"Philadelphia, PA",1873 February 6,Drawer,Mixed materials,Judaica Americana,Folder,Phila Pamphlet 28-29,doc_ja_phil_pam_28_1r.tif; doc_ja_phil_pam_28_1v.tif; doc_ja_phil_pam_29_1r.tif
ref3098,cid4638959,Documents,Miscellaneous,"Aaron, David. Philadelphia, PA, Invitation to Hebrew Charity Ball",Invitation to Hebrew Charity Ball,"Aaron, David",,,"Philadelphia, PA",1873 February 6,Drawer,Mixed materials,Judaica Americana,Folder,Phila Pamphlet 20,doc_ja_phil_pam_20_1r.tif; doc_ja_phil_pam_20_1v.tif
ref3099,cid4638958,Documents,Miscellaneous,"Bernstein. San Francisco, CA, Bernstein's fish grotto art deco menu",Bernstein's fish grotto art deco menu,Bernstein,,,"San Francisco, CA",1930,Drawer,Mixed materials,Montefiore,Folder,44,doc_mnt_44_1r.tif; doc_mnt_44_1v.tif; doc_mnt_44_2r.tif
ref3100,cid4638957,Documents,Miscellaneous,"Blumenthal, Isidore. St. Marks, FL, Official government certificate appointing Eugene A. Albee as inspector of customs for the district of St. Marks, Florida, as confirmed by the Secretary of the Treasury. Signed by Isidore Blumenthal, collector of customs, who was the government official making the appointment","Official government certificate appointing Eugene A. Albee as inspector of customs for the district of St. Marks, Florida, as confirmed by the Secretary of the Treasury. Signed by Isidore Blumenthal, collector of customs, who was the government official making the appointment","Blumenthal, Isidore",,,"St. Marks, FL",1875 May 15,Drawer,Mixed materials,Judaica Americana,Folder,FL 34,doc_ja_fl_34_1r.tif; doc_ja_fl_34_1v.tif
ref3101,cid4638956,Documents,Miscellaneous,"Boardman, Daniel. Boston, MA, Earliest known certificate for the Lifetime Directorship to Reverand S.V.S Wilder, head of the American Tract Society, of the American Society for Meliorating the conditions of the Jews","Earliest known certificate for the Lifetime Directorship to Reverand S.V.S Wilder, head of the American Tract Society, of the American Society for Meliorating the conditions of the Jews","Boardman, Daniel",,,"Boston, MA",1825 August 1,Drawer,Mixed materials,Christian-Jewish Relations,Folder,1,doc_ja_cj_1_1r.tif; doc_ja_cj_1_1v
ref3102,cid4638955,Documents,Miscellaneous,"Brewerton, George.",,"Brewerton, George",,,,1794,Folder,Mixed materials,Binder I,Page,25e,lbr_fi_s25e_1r.tif; lbr_fi_s25e_1v.tif; lbr_fi_s25e_2r.tif; lbr_fi_s25e_2v.tif
ref3103,cid4638954,Documents,Miscellaneous,"Carvalho, S. N. Baltimore, MD, Diagram of Carvalho's steam heater",Diagram of Carvalho's steam heater,"Carvalho, S. N.",,,"Baltimore, MD",1860,Folder,Mixed materials,Binder A,Page,19,lbr_fa_s19_1r.tif; lbr_fa_s19_1v.tif
ref3104,cid4638953,Documents,Miscellaneous,"Cohen, Aaron. LA, Manifest for the shipment of tobacco",Manifest for the shipment of tobacco,"Cohen, Aaron",,,LA,1830,Drawer,Mixed materials,Judaica Americana,Folder,LA 130,doc_ja_la_130_1r.tif; doc_ja_la_130_1v.tif
ref3105,cid4638952,Documents,Miscellaneous,"Cohen, H. Salem, OH, Diecut label in the form of a derby hat for H. Cohen, the One Price Clothier Hatter and Furnisher","Diecut label in the form of a derby hat for H. Cohen, the One Price Clothier Hatter and Furnisher","Cohen, H.",,,"Salem, OH",1870,Drawer,Mixed materials,Judaica Americana,Folder,OH 420,doc_ja_oh_420_1r.tif; doc_ja_oh_420_1v.tif
ref3106,cid4638951,Documents,Miscellaneous,"Cohen, J. Barrett. Columbia, SC, The paper is an English water mark, typical blockade run paper, signed by J. Barrett Cohen from the office of common pleas","The paper is an English water mark, typical blockade run paper, signed by J. Barrett Cohen from the office of common pleas","Cohen, J. Barrett",,,"Columbia, SC",1864 February 2,Drawer,Mixed materials,Civil War,Folder,9,doc_cw_9_1r.tif; doc_cw_9_1v.tif
ref3107,cid4638950,Documents,Miscellaneous,"Cohen, J. Barrett. Columbia, SC, The paper is an English water mark, typical blockade run paper, signed by J. Barrett Cohen from the office of common pleas","The paper is an English water mark, typical blockade run paper, signed by J. Barrett Cohen from the office of common pleas","Cohen, J. Barrett",,,"Columbia, SC",1863 December 21,Drawer,Mixed materials,Judaica Americana Oversize,Folder,87,doc_jal_87_1r.tif; doc_jal_87_1v.tif
ref3108,cid4638949,Documents,Miscellaneous,"Cohen, M. New York, NY, Aleha counter used to bid for the alehas, on cardboard in Yiddish/Hebrew","Aleha counter used to bid for the alehas, on cardboard in Yiddish/Hebrew","Cohen, M.",,,"New York, NY",1913,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 1038,doc_ja_nycp_1038_1r.tif; doc_ja_nycp_1038_1v.tif
ref3109,cid4638948,Documents,Miscellaneous,"Cohen, Solomon. Augusta, GA, Ledger sheet record of Jewish slave traders in the south, which mentions both Solomon Cohen and Jacob Davis","Ledger sheet record of Jewish slave traders in the south, which mentions both Solomon Cohen and Jacob Davis","Cohen, Solomon",,,"Augusta, GA",1863 April 18,Folder,Mixed materials,Binder F,Page,29,lbr_ff_s29_1r.tif; lbr_ff_s29_1v.tif
ref3110,cid4638947,Documents,Miscellaneous,"Cohen, Solomon. San Francisco, CA, Calling card of Solomon Cohen as Senior Vice Commander, James Garfield Post # 34","Calling card of Solomon Cohen as Senior Vice Commander, James Garfield Post # 34","Cohen, Solomon",,,"San Francisco, CA",1886,Drawer,Mixed materials,Civil War,Folder,11,doc_cw_11_1r.tif; doc_cw_11_1v.tif
